respondent_id,xyz_vaccine,seasonal_vaccine
34131,0.05154391,0.98041075
34132,0.07894605,0.18510883
34133,0.009770613,0.66223085
34134,0.64221185,0.9200794
34135,0.28025004,0.75892764
34136,0.026095208,0.11051291
34137,0.19290873,0.73971516
34138,0.3139226,0.11460891
34139,0.027829235,0.86889595
34140,0.24873047,0.58286166
34141,0.2278458,0.5191479
34142,0.38603428,0.6966795
34143,0.26100838,0.73325944
34144,0.8360426,0.9124926
34145,0.6752708,0.64880466
34146,0.5694057,0.8746101
34147,0.05012327,0.029170472
34148,0.04230265,0.82008386
34149,0.085863054,0.9065923
34150,0.0958605,0.98272544
34151,0.076499805,0.26820067
34152,0.0052195834,0.7590483
34153,0.11642599,0.86864346
34154,0.017773287,0.39724076
34155,0.011541922,0.07814632
34156,0.053140305,0.08644929
34157,0.020909078,0.044296693
34158,0.03898889,0.82783103
34159,0.7663504,0.906879
34160,0.028036801,0.06123458
34161,0.055829763,0.71186113
34162,0.030595155,0.1542159
34163,0.02269442,0.50108993
34164,0.0064946814,0.10356751
34165,0.17746766,0.972864
34166,0.22354828,0.6448821
34167,0.1861601,0.5302905
34168,0.16794734,0.22208634
34169,0.15055723,0.107076004
34170,0.18329132,0.73272604
34171,0.06801891,0.13539739
34172,0.040432263,0.20379373
34173,0.015438129,0.13959463
34174,0.011409762,0.19576727
34175,0.52367646,0.40271437
34176,0.09750823,0.1301316
34177,0.03224394,0.5556869
34178,0.18474224,0.10391562
34179,0.06620753,0.2642352
34180,0.031181019,0.037886456
34181,0.07750818,0.78930604
34182,0.34431016,0.319433
34183,0.00110927,0.0074420227
34184,0.051957153,0.7425086
34185,0.020269986,0.33529192
34186,0.028438741,0.075075865
34187,0.082612626,0.9062076
34188,0.17455822,0.52698827
34189,0.0857961,0.97275937
34190,0.22445616,0.26486096
34191,0.06687077,0.9194579
34192,0.40621185,0.8430701
34193,0.07132049,0.8663146
34194,0.036620524,0.13723665
34195,0.61187214,0.9851045
34196,0.019617273,0.033062097
34197,0.86476976,0.85649097
34198,0.2985132,0.84818316
34199,0.07119114,0.9805916
34200,0.011671439,0.60769385
34201,0.037248116,0.8964706
34202,0.041414365,0.8982611
34203,0.09637445,0.3393787
34204,0.044304244,0.9450661
34205,0.88760906,0.925014
34206,0.17485088,0.47399923
34207,0.09289275,0.14902474
34208,0.19362466,0.37554544
34209,0.072895214,0.42022657
34210,0.9435354,0.95371324
34211,0.37894621,0.37318882
34212,0.045251805,0.35347274
34213,0.08075307,0.8653535
34214,0.83789486,0.90826946
34215,0.059591874,0.18928604
34216,0.18109673,0.97725916
34217,0.021422606,0.863599
34218,0.01588087,0.9101771
34219,0.07392344,0.42474473
34220,0.622966,0.8113505
34221,0.042184435,0.89819735
34222,0.9487918,0.7758117
34223,0.13624345,0.96400106
34224,0.049179718,0.7119666
34225,0.22600506,0.94002223
34226,0.008513597,0.047191586
34227,0.004095555,0.027548023
34228,0.040922873,0.062493995
34229,0.06303118,0.8681817
34230,0.09707746,0.3972015
34231,0.055325102,0.3416307
34232,0.03590063,0.9780451
34233,0.08512086,0.16770603
34234,0.74404824,0.9350516
34235,0.4034659,0.32455876
34236,0.021800956,0.21990116
34237,0.09404889,0.14242114
34238,0.03399909,0.55331236
34239,0.02909353,0.67869496
34240,0.003734345,0.034701195
34241,0.3897069,0.2174802
34242,0.09358404,0.28337404
34243,0.011753725,0.029724935
34244,0.6466503,0.95031005
34245,0.8592376,0.9468736
34246,0.054675322,0.6107449
34247,0.034805607,0.071051404
34248,0.115758546,0.90790623
34249,0.0163139,0.01535686
34250,0.34412023,0.7227866
34251,0.11543639,0.071288876
34252,0.9618459,0.9631062
34253,0.021689424,0.037327908
34254,0.104131624,0.609503
34255,0.014156905,0.10409429
34256,0.25634345,0.52649575
34257,0.07433418,0.15747298
34258,0.047981013,0.25766882
34259,0.0024329962,0.050731216
34260,0.14376396,0.17190436
34261,0.11740088,0.13458064
34262,0.5556941,0.8554276
34263,0.024386449,0.037022255
34264,0.02115084,0.1571167
34265,0.009676685,0.017048873
34266,0.42876008,0.48329604
34267,0.9871502,0.9749683
34268,0.0027465445,0.018094277
34269,0.014234458,0.09870334
34270,0.057699453,0.7321234
34271,0.0037501173,0.3207304
34272,0.031876463,0.026523119
34273,0.038820397,0.39289594
34274,0.04057471,0.20595834
34275,0.93892103,0.9453384
34276,0.85182136,0.5281223
34277,0.3063788,0.9396684
34278,0.5028139,0.08906983
34279,0.10341039,0.12728924
34280,0.017618315,0.06758899
34281,0.18791908,0.64583194
34282,0.49134487,0.68263555
34283,0.7144216,0.90834445
34284,0.019965451,0.5592788
34285,0.006718924,0.1498201
34286,0.10354031,0.6154965
34287,0.067997724,0.072562076
34288,0.2693423,0.83085024
34289,0.029836327,0.30940434
34290,0.8741738,0.97678405
34291,0.046789195,0.76748705
34292,0.011408879,0.11529896
34293,0.1277104,0.46674854
34294,0.006705543,0.17133115
34295,0.25480694,0.060250323
34296,0.10170483,0.45500654
34297,0.83794117,0.9118638
34298,0.027915373,0.4205527
34299,0.009919742,0.013460125
34300,0.080661446,0.036625266
34301,0.09338026,0.5402218
34302,0.28239444,0.70353615
34303,0.04977577,0.6702319
34304,0.0035301098,0.02408709
34305,0.02033539,0.071723886
34306,0.050929144,0.5970157
34307,0.05344155,0.062149312
34308,0.009646504,0.08363528
34309,0.057815,0.12609525
34310,0.0074579036,0.054125328
34311,0.0033078007,0.16960497
34312,0.027460095,0.11308593
34313,0.77421206,0.80489916
34314,0.122674935,0.31066188
34315,0.10127253,0.19829836
34316,0.34359068,0.83590823
34317,0.008818629,0.9634394
34318,0.46372008,0.9079462
34319,0.5887529,0.9031252
34320,0.1420049,0.86739945
34321,0.17951992,0.5248342
34322,0.025288016,0.2149322
34323,0.09998208,0.1688519
34324,0.5005937,0.7588344
34325,0.11424691,0.40902644
34326,0.13154946,0.20199399
34327,0.8500942,0.9694808
34328,0.06440999,0.44645494
34329,0.15969129,0.70948356
34330,0.88832796,0.9465074
34331,0.3674082,0.06464435
34332,0.2211829,0.32212663
34333,0.03475317,0.078301564
34334,0.68836355,0.50204515
34335,0.015846046,0.008164589
34336,0.010674348,0.06699304
34337,0.42093906,0.07387464
34338,0.37345117,0.94627833
34339,0.07457468,0.056026887
34340,0.01777407,0.61833787
34341,0.1464612,0.60889435
34342,0.41495067,0.7330618
34343,0.07642323,0.05523466
34344,0.0887216,0.78379357
34345,0.011101269,0.059654884
34346,0.17156473,0.047627024
34347,0.05896413,0.47427434
34348,0.05524266,0.96443796
34349,0.5873269,0.97925127
34350,0.07592734,0.18574718
34351,0.097897045,0.10087492
34352,0.2618307,0.40416852
34353,0.0052022636,0.084326
34354,0.13083644,0.28577086
34355,0.14000627,0.45108035
34356,0.45131353,0.29908517
34357,0.47037134,0.9873689
34358,0.06889595,0.82523835
34359,0.0039579966,0.03402122
34360,0.050807483,0.9247871
34361,0.07347503,0.97214985
34362,0.07343091,0.25353384
34363,0.80911046,0.9249852
34364,0.13824601,0.71695364
34365,0.8407572,0.77315736
34366,0.20192792,0.93644166
34367,0.12114131,0.12148352
34368,0.07632353,0.36382845
34369,0.32509744,0.7881669
34370,0.071225345,0.14906228
34371,0.18505108,0.72680026
34372,0.0022785922,0.1198788
34373,0.099899165,0.4362776
34374,0.035997137,0.93105084
34375,0.009751389,0.33046937
34376,0.22103663,0.5329864
34377,0.006523238,0.67361534
34378,0.013180494,0.9338563
34379,0.039085206,0.8631534
34380,0.08865663,0.4696688
34381,0.068219714,0.8764048
34382,0.6833949,0.9201551
34383,0.05410691,0.23647076
34384,0.432648,0.9283598
34385,0.07061951,0.9378493
34386,0.068939544,0.7769209
34387,0.003919473,0.037962765
34388,0.50505316,0.7552133
34389,0.258037,0.3971569
34390,0.660282,0.98085475
34391,0.0878936,0.3437277
34392,0.031229617,0.07607179
34393,0.021532867,0.75734395
34394,0.005748949,0.017706683
34395,0.06948911,0.15047793
34396,0.039321568,0.3116276
34397,0.017149473,0.043706745
34398,0.27710265,0.6289489
34399,0.028431207,0.45914352
34400,0.98514974,0.97299844
34401,0.03520909,0.087941855
34402,0.050644025,0.14130755
34403,0.06329181,0.352997
34404,0.0042167134,0.9170347
34405,0.006366339,0.16465525
34406,0.9748258,0.96282977
34407,0.18522155,0.4400084
34408,0.015604055,0.26537752
34409,0.01489506,0.28560305
34410,0.1934979,0.9104672
34411,0.099932104,0.11423143
34412,0.12294396,0.19879892
34413,0.008630459,0.013601578
34414,0.71615165,0.96669924
34415,0.018909464,0.13789828
34416,0.09378528,0.16659139
34417,0.023379,0.94900477
34418,0.07594471,0.3071528
34419,0.018733475,0.4543578
34420,0.04594202,0.08531678
34421,0.082896836,0.27861357
34422,0.0571427,0.0055492166
34423,0.05374189,0.2391527
34424,0.010919525,0.8851778
34425,0.038574636,0.024058374
34426,0.009272323,0.03405479
34427,0.87602866,0.869217
34428,0.08812868,0.34671578
34429,0.06000419,0.50938284
34430,0.6954918,0.68043
34431,0.005703911,0.5734448
34432,0.003809321,0.038017143
34433,0.5402774,0.9512404
34434,0.9635029,0.92379886
34435,0.69210386,0.866575
34436,0.11625766,0.87368566
34437,0.012645722,0.012205276
34438,0.16550662,0.5058377
34439,0.081993714,0.04545123
34440,0.16983077,0.11451852
34441,0.10509148,0.102730885
34442,0.09726795,0.63519657
34443,0.12886666,0.13462335
34444,0.12954484,0.40288717
34445,0.0014454639,0.0232416
34446,0.000979871,0.004299692
34447,0.09281178,0.6069759
34448,0.0172577,0.046963338
34449,0.056821365,0.20228593
34450,0.6895293,0.80612355
34451,0.033113997,0.3726531
34452,0.71443456,0.76111406
34453,0.038683098,0.6047842
34454,0.017470988,0.51142544
34455,0.08723515,0.05782265
34456,0.014155541,0.59523046
34457,0.27303532,0.7208869
34458,0.070854194,0.62828046
34459,0.113188915,0.21514396
34460,0.29140785,0.2565475
34461,0.07582065,0.18187594
34462,0.13602948,0.085314915
34463,0.46662056,0.7814532
34464,0.017873414,0.075594135
34465,0.011007942,0.08941471
34466,0.0033159666,0.1360987
34467,0.8131683,0.9818258
34468,0.8116595,0.87759376
34469,0.025909128,0.48683193
34470,0.82402134,0.8901478
34471,0.0061289417,0.06946884
34472,0.9152196,0.9837922
34473,0.0757569,0.10582453
34474,0.0067620696,0.4971239
34475,0.014367291,0.13019235
34476,0.34197077,0.9289978
34477,0.06262469,0.057604242
34478,0.15108344,0.7213424
34479,0.019611247,0.008970135
34480,0.07123745,0.21872875
34481,0.5580438,0.84771144
34482,0.027227899,0.7466722
34483,0.7932164,0.83059794
34484,0.039308436,0.13371938
34485,0.051529072,0.63321155
34486,0.031644087,0.067727946
34487,0.065835565,0.040727563
34488,0.07135522,0.9097709
34489,0.03573405,0.08525014
34490,0.05276828,0.8620993
34491,0.07135975,0.9002875
34492,0.012672608,0.08185232
34493,0.012753567,0.41110262
34494,0.6207227,0.80022675
34495,0.0134835085,0.36327
34496,0.03752529,0.12569702
34497,0.18691753,0.8443673
34498,0.058810793,0.14111054
34499,0.12912753,0.63274825
34500,0.14223741,0.80319285
34501,0.6937259,0.95704263
34502,0.024616083,0.020175815
34503,0.005537031,0.27444103
34504,0.05051625,0.11671055
34505,0.0148745375,0.11572361
34506,0.02310799,0.028839787
34507,0.0065234513,0.0155666275
34508,0.16401924,0.9426703
34509,0.22659379,0.48894748
34510,0.010566505,0.7325732
34511,0.057456754,0.0630379
34512,0.0043131537,0.7774644
34513,0.69694364,0.84172046
34514,0.0051390477,0.95345277
34515,0.18377015,0.37300023
34516,0.18473855,0.791182
34517,0.6330036,0.3295
34518,0.0539085,0.45622885
34519,0.088255055,0.29290953
34520,0.4500671,0.50798005
34521,0.07871825,0.82320744
34522,0.77383643,0.824116
34523,0.13428481,0.07691608
34524,0.32964155,0.7473057
34525,0.069958486,0.053417783
34526,0.3737618,0.060759485
34527,0.027916014,0.15881166
34528,0.23849848,0.024379233
34529,0.17101176,0.81972545
34530,0.05242118,0.3838199
34531,0.043380253,0.28797218
34532,0.35369503,0.6027472
34533,0.032688066,0.95759106
34534,0.032524254,0.10202784
34535,0.07501601,0.313194
34536,0.006098903,0.66422325
34537,0.0017048182,0.06888875
34538,0.41690305,0.85791993
34539,0.049487926,0.033125542
34540,0.025434293,0.705878
34541,0.11264549,0.83605224
34542,0.62228763,0.41055372
34543,0.10217594,0.5274751
34544,0.015091555,0.078033455
34545,0.7063245,0.94323283
34546,0.094272256,0.36773983
34547,0.04449331,0.84742814
34548,0.017378261,0.16197897
34549,0.08119735,0.2035818
34550,0.04493458,0.15181808
34551,0.3605975,0.7924415
34552,0.012363046,0.050010182
34553,0.37069997,0.82957137
34554,0.07690416,0.11165651
34555,0.03251265,0.045044105
34556,0.01881548,0.4347234
34557,0.73658365,0.9195516
34558,0.041120566,0.67250216
34559,0.0057164705,0.006541712
34560,0.026392901,0.034438837
34561,0.12405751,0.06681344
34562,0.011203913,0.19289188
34563,0.01919683,0.43268484
34564,0.07819659,0.9592008
34565,0.20402268,0.6441093
34566,0.01227878,0.8937781
34567,0.27823025,0.040258426
34568,0.029186275,0.07257965
34569,0.30496132,0.7874798
34570,0.74978673,0.8739333
34571,0.68587375,0.9559508
34572,0.35942006,0.63804543
34573,0.03860924,0.120395355
34574,0.028715022,0.1774383
34575,0.08031345,0.5937869
34576,0.6537422,0.18326062
34577,0.023815732,0.9426078
34578,0.5214411,0.915149
34579,0.012034998,0.5166413
34580,0.0123404935,0.2165314
34581,0.0003175324,0.021927817
34582,0.14208479,0.28094545
34583,0.103569016,0.9619155
34584,0.33848938,0.6452849
34585,0.04418452,0.10997892
34586,0.009852773,0.006676611
34587,0.6423989,0.7136719
34588,0.3789477,0.86392313
34589,0.8915793,0.98449373
34590,0.94159025,0.9823663
34591,0.032795746,0.016685814
34592,0.012362277,0.9249043
34593,0.36583462,0.1636236
34594,0.12714899,0.098173305
34595,0.15534249,0.21552141
34596,0.7162503,0.7410165
34597,0.09653935,0.17657815
34598,0.10996107,0.09502052
34599,0.29283473,0.7996954
34600,0.6287593,0.90203065
34601,0.08240175,0.25403282
34602,0.070845164,0.222629
34603,0.052552387,0.05091497
34604,0.09399497,0.755873
34605,0.30060163,0.72593457
34606,0.08881682,0.10529191
34607,0.04274181,0.7836001
34608,0.7023111,0.7847503
34609,0.0066104247,0.15908602
34610,0.0040450413,0.08696751
34611,0.015670495,0.13673176
34612,0.12377985,0.10830232
34613,0.03660711,0.13188758
34614,0.17502223,0.55765414
34615,0.0071669645,0.15181698
34616,0.73646104,0.85720116
34617,0.0011454282,0.005766222
34618,0.14185238,0.6124416
34619,0.020551765,0.01392186
34620,0.11982625,0.41655666
34621,0.03254027,0.7346312
34622,0.07646122,0.18022835
34623,0.99504423,0.9926444
34624,0.098153904,0.32542408
34625,0.9483303,0.90812516
34626,0.7252094,0.9160609
34627,0.0020759779,0.008287831
34628,0.1135225,0.9299282
34629,0.06556865,0.020425702
34630,0.005264684,0.092879295
34631,0.16882685,0.94672143
34632,0.014991106,0.034655828
34633,0.36269602,0.36778286
34634,0.056795888,0.31030077
34635,0.04176092,0.49310654
34636,0.8052081,0.8496641
34637,0.008203452,0.13687605
34638,0.20505576,0.5869975
34639,0.0012888556,0.19951965
34640,0.017163593,0.46403247
34641,0.046066057,0.032220908
34642,0.054839507,0.7488437
34643,0.8619685,0.93210274
34644,0.13751651,0.56932163
34645,0.041811053,0.057586394
34646,0.09098391,0.43484932
34647,0.92291737,0.6984733
34648,0.012626601,0.024977056
34649,0.005231975,0.014732137
34650,0.62397367,0.62055564
34651,0.5867166,0.59159285
34652,0.25091588,0.4672203
34653,0.8282388,0.9345846
34654,0.66361547,0.9473776
34655,0.06628131,0.20428032
34656,0.13077724,0.3080088
34657,0.62116694,0.96270466
34658,0.0061996467,0.7046569
34659,0.01835705,0.2873936
34660,0.024565812,0.6786686
34661,0.045853704,0.39432833
34662,0.05372357,0.664669
34663,0.6327078,0.5750824
34664,0.3146736,0.89072865
34665,0.00096363545,0.6857375
34666,0.0042438214,0.121247105
34667,0.021405624,0.10024782
34668,0.09407084,0.84264374
34669,0.067288324,0.4819466
34670,0.938347,0.98239917
34671,0.040214267,0.9011659
34672,0.045789856,0.75509506
34673,0.6049318,0.7459649
34674,0.55369896,0.23157786
34675,0.838782,0.9885479
34676,0.8306055,0.9339066
34677,0.122532986,0.37878284
34678,0.12721872,0.9787465
34679,0.71321404,0.750164
34680,0.061283465,0.91961646
34681,0.010755848,0.002860152
34682,0.52520835,0.60873234
34683,0.24394242,0.88288164
34684,0.00546831,0.018863222
34685,0.03912629,0.32091144
34686,0.004900567,0.45433688
34687,0.29603636,0.64525163
34688,0.0153301675,0.54635626
34689,0.27026272,0.4249297
34690,0.43291196,0.67775667
34691,0.029784806,0.48256296
34692,0.6562326,0.8042383
34693,0.021440722,0.01760345
34694,0.037356127,0.6404231
34695,0.016707022,0.12327345
34696,0.031596713,0.84633476
34697,0.15194313,0.13843471
34698,0.15001923,0.30677107
34699,0.013178981,0.2061733
34700,0.2696444,0.50271964
34701,0.0072236992,0.1473216
34702,0.00523339,0.06360734
34703,0.013249453,0.01417164
34704,0.0063059507,0.8584849
34705,0.17807743,0.98102367
34706,0.46274984,0.81103635
34707,0.031744093,0.031550888
34708,0.05007106,0.41763768
34709,0.057799894,0.039838135
34710,0.02699721,0.005311825
34711,0.8358551,0.95326144
34712,0.6397543,0.90197885
34713,0.019028265,0.06632272
34714,0.077532,0.15732093
34715,0.0053265053,0.19853339
34716,0.47495803,0.8180633
34717,0.02674585,0.6953555
34718,0.28075168,0.26762858
34719,0.06556343,0.71059626
34720,0.010499019,0.46309865
34721,0.013699177,0.06686638
34722,0.010008731,0.14283173
34723,0.06701064,0.11002492
34724,0.9392874,0.9110134
34725,0.5148501,0.8407688
34726,0.033465944,0.12178908
34727,0.039156985,0.9737284
34728,0.2316481,0.93349475
34729,0.9076561,0.933983
34730,0.025381679,0.05056055
34731,0.029563235,0.024799215
34732,0.053062987,0.2680709
34733,0.16839443,0.9443081
34734,0.06745501,0.51743335
34735,0.024761688,0.8983591
34736,0.0020577554,0.975626
34737,0.019954044,0.14071833
34738,0.0117343,0.018715357
34739,0.042005632,0.13906378
34740,0.059456747,0.40027478
34741,0.005365334,0.08325858
34742,0.12207906,0.9341419
34743,0.022391528,0.15116969
34744,0.032830272,0.04440949
34745,0.0110027725,0.2638394
34746,0.044346254,0.34134167
34747,0.0992479,0.40308344
34748,0.7366946,0.8769176
34749,0.1041479,0.17484817
34750,0.11273746,0.8672613
34751,0.2019732,0.76640826
34752,0.24403779,0.76049393
34753,0.91871405,0.9481729
34754,0.019010108,0.078651726
34755,0.4860369,0.9612029
34756,0.50750387,0.7617401
34757,0.07882095,0.6182572
34758,0.1265311,0.27586436
34759,0.22617216,0.588949
34760,0.9075299,0.65064144
34761,0.001801125,0.014925589
34762,0.30288687,0.9683737
34763,0.6610346,0.90869105
34764,0.06033578,0.0418132
34765,0.09430498,0.23810895
34766,0.79374707,0.93848795
34767,0.3958431,0.52884287
34768,0.9009562,0.86390114
34769,0.04490334,0.14029524
34770,0.017066533,0.5099902
34771,0.021917729,0.9419028
34772,0.1243868,0.1300563
34773,0.046591844,0.8684761
34774,0.52404034,0.9414051
34775,0.20669672,0.07124121
34776,0.32345515,0.12651798
34777,0.01698265,0.083059184
34778,0.20840155,0.7346191
34779,0.21879573,0.45441264
34780,0.35407716,0.3404538
34781,0.03677869,0.86381364
34782,0.03791378,0.05796253
34783,0.0528737,0.4652853
34784,0.029337274,0.076541044
34785,0.08370205,0.26043624
34786,0.95635295,0.9377307
34787,0.0033180255,0.5414198
34788,0.6793733,0.8984091
34789,0.048192985,0.95543396
34790,0.20946558,0.26432422
34791,0.03627746,0.12850384
34792,0.04219892,0.18920587
34793,0.88080186,0.37880212
34794,0.0141481105,0.17867173
34795,0.06319418,0.30961534
34796,0.0077188043,0.9183664
34797,0.12536594,0.3268249
34798,0.13616553,0.93972725
34799,0.53885114,0.92193395
34800,0.10627993,0.66135156
34801,0.09076794,0.18267594
34802,0.17054808,0.13434917
34803,0.9178374,0.92242384
34804,0.6938245,0.82226866
34805,0.021824941,0.028621843
34806,0.4034333,0.9312829
34807,0.028344892,0.64175797
34808,0.5337726,0.37696517
34809,0.24965757,0.07898158
34810,0.6151626,0.68715245
34811,0.009124987,0.8493804
34812,0.10504295,0.36691317
34813,0.008699801,0.018330613
34814,0.03005736,0.085289896
34815,0.74849564,0.63177043
34816,0.024556223,0.13411747
34817,0.45838973,0.42707813
34818,0.061544314,0.50083363
34819,0.0035055918,0.051445916
34820,0.27552035,0.39533108
34821,0.009160871,0.019072874
34822,0.055203103,0.14053681
34823,0.029008431,0.13517366
34824,0.09487407,0.17133199
34825,0.02968702,0.12464603
34826,0.01589878,0.029928945
34827,0.38410255,0.85624486
34828,0.14209451,0.46316683
34829,0.8930618,0.9555527
34830,0.7381709,0.62000823
34831,0.16066603,0.7994551
34832,0.11774619,0.20999078
34833,0.019244215,0.11064957
34834,0.072329745,0.110105634
34835,0.07475787,0.9056416
34836,0.07489395,0.81784886
34837,0.018892927,0.20551163
34838,0.0044204807,0.015325563
34839,0.035635754,0.16709757
34840,0.0602441,0.45089677
34841,0.03235343,0.057673417
34842,0.005012203,0.009885571
34843,0.19537476,0.11849207
34844,0.08191194,0.87072676
34845,0.0513747,0.053950883
34846,0.07008208,0.6129904
34847,0.7415904,0.9208602
34848,0.011936767,0.11625301
34849,0.10700116,0.9326405
34850,0.24100314,0.10636192
34851,0.28147218,0.77572614
34852,0.020370528,0.568204
34853,0.029673751,0.22274943
34854,0.12096055,0.7122143
34855,0.1665299,0.3644538
34856,0.55811507,0.80105567
34857,0.001345645,0.022230335
34858,0.10819066,0.2580313
34859,0.08518937,0.56782293
34860,0.49331033,0.655732
34861,0.0945136,0.59727514
34862,0.14463042,0.051670194
34863,0.0010155728,0.0037874796
34864,0.8165288,0.86387205
34865,0.88702184,0.9666503
34866,0.97784823,0.9948895
34867,0.07663982,0.07906696
34868,0.24450082,0.5505188
34869,0.035917465,0.77286434
34870,0.006458155,0.07176903
34871,0.0057859984,0.20865424
34872,0.83243406,0.95833606
34873,0.054324638,0.27563447
34874,0.16699378,0.49088436
34875,0.1608765,0.65449524
34876,0.078998,0.93962556
34877,0.24503171,0.8086311
34878,0.07553248,0.92011356
34879,0.02463435,0.19201808
34880,0.17487012,0.30571052
34881,0.9028698,0.9002779
34882,0.025906065,0.08457617
34883,0.005403373,0.054023933
34884,0.0067198602,0.11998492
34885,0.9243145,0.9844247
34886,0.50805926,0.9126629
34887,0.07234075,0.14804137
34888,0.06059519,0.86474746
34889,0.10849872,0.03260582
34890,0.012939291,0.045736164
34891,0.03115137,0.056935623
34892,0.9792756,0.9886445
34893,0.071481824,0.62090886
34894,0.007465635,0.09364353
34895,0.26798427,0.7112885
34896,0.0030838843,0.4796604
34897,0.88573945,0.9563633
34898,0.23037252,0.96603084
34899,0.3509328,0.876235
34900,0.11316773,0.2188473
34901,0.02214633,0.084742524
34902,0.008618192,0.069123454
34903,0.035803553,0.18330953
34904,0.03643636,0.2320808
34905,0.027870879,0.14207302
34906,0.049009904,0.41267604
34907,0.00811104,0.06378958
34908,0.018039942,0.24539402
34909,0.102507666,0.12870842
34910,0.15121391,0.5202925
34911,0.41268426,0.14758675
34912,0.17998163,0.23531786
34913,0.10500794,0.22135659
34914,0.24299727,0.9107003
34915,0.038898576,0.07304487
34916,0.012711872,0.87794995
34917,0.057013948,0.9278555
34918,0.21170309,0.311273
34919,0.10379089,0.26166847
34920,0.94482553,0.9739382
34921,0.60156524,0.9513904
34922,0.28436202,0.514588
34923,0.117534965,0.6647535
34924,0.4873036,0.4904937
34925,0.010736793,0.02294873
34926,0.04573095,0.6055467
34927,0.031668674,0.9556917
34928,0.24014415,0.7035035
34929,0.027482795,0.5775583
34930,0.015902743,0.66234726
34931,0.013140345,0.3294545
34932,0.0165938,0.6222827
34933,0.24030581,0.24763611
34934,0.063155234,0.018435117
34935,0.20830138,0.80794215
34936,0.32157832,0.75591373
34937,0.038184226,0.017491996
34938,0.41486284,0.917106
34939,0.07866261,0.2451185
34940,0.79138005,0.92745376
34941,0.014850675,0.024011808
34942,0.7846741,0.7506259
34943,0.03509069,0.4234795
34944,0.019351827,0.04659702
34945,0.058206163,0.025059987
34946,0.5108557,0.3634992
34947,0.12937695,0.050989613
34948,0.0013465688,0.034273714
34949,0.21758752,0.47885802
34950,0.090125464,0.046949852
34951,0.057994306,0.35542226
34952,0.027117807,0.7839043
34953,0.6431745,0.7745068
34954,0.24141766,0.97624546
34955,0.022455895,0.06588084
34956,0.8714562,0.9755862
34957,0.7360759,0.84045464
34958,0.24210061,0.59577656
34959,0.05401812,0.04523056
34960,0.08723267,0.84187245
34961,0.04265787,0.78388155
34962,0.5393143,0.5883994
34963,0.02372472,0.9498329
34964,0.018419899,0.03874009
34965,0.12811747,0.12815703
34966,0.027436398,0.09982706
34967,0.072847985,0.06508202
34968,0.10873221,0.09669865
34969,0.011066043,0.050565243
34970,0.040979635,0.10509713
34971,0.43257514,0.8605651
34972,0.020761956,0.56575364
34973,0.18130325,0.36178896
34974,0.21423212,0.5191924
34975,0.45958638,0.5223035
34976,0.035627358,0.20721474
34977,0.15127863,0.13832301
34978,0.038882025,0.67225367
34979,0.15037292,0.17375116
34980,0.91192734,0.9033129
34981,0.064043246,0.9042309
34982,0.59215826,0.92956746
34983,0.04180424,0.04495335
34984,0.68973196,0.5099742
34985,0.38748258,0.6138831
34986,0.79826766,0.6330285
34987,0.007277293,0.014802887
34988,0.21660107,0.6036611
34989,0.06140183,0.24892089
34990,0.13513264,0.88277304
34991,0.09130394,0.3948025
34992,0.2469639,0.9895359
34993,0.030315166,0.5030084
34994,0.16049875,0.93995523
34995,0.017565055,0.9012858
34996,0.42078665,0.8259546
34997,0.46552315,0.3265381
34998,0.6104785,0.7327931
34999,0.041776516,0.2560499
35000,0.07864934,0.37492266
35001,0.003727394,0.13177085
35002,0.08189442,0.8610118
35003,0.024799136,0.42609358
35004,0.009652136,0.016103962
35005,0.07195381,0.27793106
35006,0.13921437,0.5606167
35007,0.01359407,0.041232515
35008,0.08172789,0.2819679
35009,0.013273794,0.72388107
35010,0.30342305,0.6254308
35011,0.17577228,0.47191522
35012,0.908631,0.7969845
35013,0.041731518,0.5286105
35014,0.03610157,0.09810027
35015,0.18777616,0.36677614
35016,0.058372017,0.1487504
35017,0.8136044,0.90345734
35018,0.064755425,0.009026872
35019,0.05147367,0.80955344
35020,0.86543715,0.99022734
35021,0.023165729,0.06823796
35022,0.0030986331,0.14737879
35023,0.051763557,0.05974322
35024,0.15479848,0.08880914
35025,0.076126255,0.08831215
35026,0.0771777,0.12345481
35027,0.097498074,0.16097404
35028,0.259955,0.92522156
35029,0.7288251,0.97801995
35030,0.2641273,0.38139287
35031,0.0183115,0.12107633
35032,0.15409534,0.73634994
35033,0.026096182,0.7663751
35034,0.18925999,0.42371595
35035,0.18392725,0.881227
35036,0.030691033,0.06789706
35037,0.04400545,0.4930051
35038,0.103665344,0.08511408
35039,0.63318944,0.70469666
35040,0.3633593,0.0203365
35041,0.12948543,0.70857364
35042,0.023405029,0.075465515
35043,0.3896581,0.38694915
35044,0.011405127,0.30758616
35045,0.013024872,0.033992596
35046,0.792628,0.8606615
35047,0.83327293,0.67643255
35048,0.057168398,0.63822
35049,0.21783262,0.8169695
35050,0.015365766,0.013141472
35051,0.19073886,0.38981774
35052,0.064909086,0.13376273
35053,0.073748335,0.95311165
35054,0.0068991412,0.027947852
35055,0.1298802,0.5204
35056,0.031192169,0.038189314
35057,0.0048001553,0.0384813
35058,0.25344428,0.55519295
35059,0.18778431,0.08016995
35060,0.32142055,0.09748842
35061,0.055870876,0.3874461
